start_district_nm,end_district_nm,transport_type,vehicle_type,trip_cnt,trip_dur
Головинский,Лосиноостровский,lt,,,29.0
Головинский,Лосиноостровский,lt,,10.0,
Головинский,Люблино,lt,,,42.0
Головинский,Люблино,lt,,16.0,
Головинский,Марфино,lt,,,16.0
Головинский,Марфино,lt,,9.0,
Головинский,Марьина Роща,lt,,,34.0
Головинский,Марьина Роща,lt,,19.0,
Головинский,Марьино,lt,,,49.0
Головинский,Марьино,lt,,5.0,
Головинский,Матушкино,lt,,,40.0
Головинский,Матушкино,lt,,3.0,
Головинский,Метрогородок,lt,,,16.0
Головинский,Метрогородок,lt,,44.0,
Головинский,Мещанский,lt,,,36.0
Головинский,Мещанский,lt,,31.0,
Головинский,Митино,lt,,,41.0
Головинский,Митино,lt,,16.0,
Головинский,Можайский,lt,,,43.0
Головинский,Можайский,lt,,28.0,
Головинский,Молжаниновский,lt,,,25.0
Головинский,Молжаниновский,lt,,18.0,
Головинский,Москворечье-Сабурово,lt,,,41.0
Головинский,Москворечье-Сабурово,lt,,8.0,
Головинский,Нагатино-Садовники,lt,,,65.0
Головинский,Нагатино-Садовники,lt,,9.0,
Головинский,Нагатинский Затон,lt,,,48.0
Головинский,Нагатинский Затон,lt,,2.0,
Головинский,Нагорный,lt,,,60.0
Головинский,Нагорный,lt,,7.0,
Головинский,Некрасовка,lt,,,43.0
Головинский,Некрасовка,lt,,10.0,
Головинский,Нижегородский,lt,,,44.0
Головинский,Нижегородский,lt,,6.0,
Головинский,Ново-Переделкино,lt,,,72.0
Головинский,Ново-Переделкино,lt,,2.0,
Головинский,Новогиреево,lt,,,32.0
Головинский,Новогиреево,lt,,2.0,
Головинский,Новокосино,lt,,,36.0
Головинский,Новокосино,lt,,4.0,
Головинский,Обручевский,lt,,,68.0
Головинский,Обручевский,lt,,4.0,
Головинский,Орехово-Борисово Северное,lt,,,64.0
Головинский,Орехово-Борисово Северное,lt,,3.0,
Головинский,Орехово-Борисово Южное,lt,,,56.0
Головинский,Орехово-Борисово Южное,lt,,10.0,
Головинский,Останкинский,lt,,,24.0
Головинский,Останкинский,lt,,55.0,
Головинский,Отрадное,lt,,,10.0
Головинский,Отрадное,lt,,78.0,
Головинский,Очаково-Матвеевское,lt,,,47.0
Головинский,Очаково-Матвеевское,lt,,15.0,
Головинский,Перово,lt,,,23.0
Головинский,Перово,lt,,30.0,
Головинский,Печатники,lt,,,43.0
Головинский,Печатники,lt,,10.0,
Головинский,Покровское-Стрешнево,lt,,,26.0
Головинский,Покровское-Стрешнево,lt,,20.0,
Головинский,Преображенское,lt,,,36.0
Головинский,Преображенское,lt,,6.0,
Головинский,Пресненский,lt,,,39.0
Головинский,Пресненский,lt,,36.0,
Головинский,Проспект Вернадского,lt,,,55.0
Головинский,Проспект Вернадского,lt,,5.0,
Головинский,Раменки,lt,,,52.0
Головинский,Раменки,lt,,13.0,
Головинский,Ростокино,lt,,,33.0
Головинский,Ростокино,lt,,2.0,
Головинский,Рязанский,lt,,,38.0
Головинский,Рязанский,lt,,8.0,
Головинский,Савёлки,lt,,,47.0
Головинский,Савёлки,lt,,3.0,
Головинский,Савёловский,lt,,,28.0
Головинский,Савёловский,lt,,10.0,
Головинский,Свиблово,lt,,,12.0
Головинский,Свиблово,lt,,8.0,
Головинский,Северное Бутово,lt,,,79.0
Головинский,Северное Бутово,lt,,2.0,
Головинский,Северное Измайлово,lt,,,25.0
Головинский,Северное Измайлово,lt,,20.0,
Головинский,Северное Медведково,lt,,,24.0
Головинский,Северное Медведково,lt,,14.0,
Головинский,Северное Тушино,lt,,,25.0
Головинский,Северное Тушино,lt,,8.0,
Головинский,Северный,lt,,,20.0
Головинский,Северный,lt,,40.0,
Головинский,Силино,lt,,,52.0
Головинский,Силино,lt,,1.0,
Головинский,Сокол,lt,,,22.0
Головинский,Сокол,lt,,21.0,
Головинский,Соколиная Гора,lt,,,30.0
Головинский,Соколиная Гора,lt,,17.0,
Головинский,Сокольники,lt,,,35.0
Головинский,Сокольники,lt,,13.0,
Головинский,Солнцево,lt,,,56.0
Головинский,Солнцево,lt,,3.0,
Головинский,Старое Крюково,lt,,,50.0
Головинский,Старое Крюково,lt,,2.0,
Головинский,Строгино,lt,,,35.0
Головинский,Строгино,lt,,28.0,
Головинский,Таганский,lt,,,54.0
Головинский,Таганский,lt,,12.0,
Головинский,Тверской,lt,,,35.0
Головинский,Тверской,lt,,65.0,
Головинский,Текстильщики,lt,,,37.0
Головинский,Текстильщики,lt,,6.0,
Головинский,Тимирязевский,lt,,,20.0
Головинский,Тимирязевский,lt,,80.0,
Головинский,Троицк,lt,,,86.0
Головинский,Троицк,lt,,3.0,
Головинский,Тропарёво-Никулино,lt,,,56.0
Головинский,Тропарёво-Никулино,lt,,4.0,
Головинский,Тёплый Стан,lt,,,59.0
Головинский,Тёплый Стан,lt,,4.0,
Головинский,Фили-Давыдково,lt,,,42.0
Головинский,Фили-Давыдково,lt,,3.0,
Головинский,Филимонковский,lt,,,80.0
Головинский,Филимонковский,lt,,4.0,
Головинский,Филёвский Парк,lt,,,34.0
Головинский,Филёвский Парк,lt,,7.0,
Головинский,Хамовники,lt,,,54.0
Головинский,Хамовники,lt,,14.0,
Головинский,Ховрино,lt,,,25.0
Головинский,Ховрино,lt,,47.0,
Головинский,Хорошёво-Мнёвники,lt,,,30.0
Головинский,Хорошёво-Мнёвники,lt,,32.0,
Головинский,Хорошёвский,lt,,,28.0
Головинский,Хорошёвский,lt,,42.0,
Головинский,Царицыно,lt,,,51.0
Головинский,Царицыно,lt,,2.0,
Головинский,Чертаново Северное,lt,,,72.0
Головинский,Чертаново Северное,lt,,3.0,
Головинский,Чертаново Центральное,lt,,,67.0
Головинский,Чертаново Центральное,lt,,3.0,
Головинский,Чертаново Южное,lt,,,61.0
Головинский,Чертаново Южное,lt,,10.0,
Головинский,Черёмушки,lt,,,67.0
Головинский,Черёмушки,lt,,4.0,
Головинский,Щербинка,lt,,,69.0
Головинский,Щербинка,lt,,3.0,
Головинский,Щукино,lt,,,22.0
Головинский,Щукино,lt,,40.0,
Головинский,Южное Бутово,lt,,,80.0
Головинский,Южное Бутово,lt,,2.0,
Головинский,Южное Медведково,lt,,,19.0
Головинский,Южное Медведково,lt,,6.0,
Головинский,Южное Тушино,lt,,,35.0
Головинский,Южное Тушино,lt,,3.0,
Головинский,Южнопортовый,lt,,,48.0
Головинский,Южнопортовый,lt,,8.0,
Головинский,Якиманка,lt,,,51.0
Головинский,Якиманка,lt,,6.0,
Головинский,Ярославский,lt,,,17.0
Головинский,Ярославский,lt,,88.0,
Головинский,Ясенево,lt,,,72.0
Головинский,Ясенево,lt,,4.0,
Гольяново,Академический,lt,,,60.0
Гольяново,Академический,lt,,21.0,
Гольяново,Алексеевский,lt,,,37.0
Гольяново,Алексеевский,lt,,30.0,
Гольяново,Алтуфьевский,lt,,,27.0
Гольяново,Алтуфьевский,lt,,22.0,
Гольяново,Арбат,lt,,,60.0
Гольяново,Арбат,lt,,25.0,
Гольяново,Аэропорт,lt,,,58.0
Гольяново,Аэропорт,lt,,50.0,
Гольяново,Бабушкинский,lt,,,26.0
Гольяново,Бабушкинский,lt,,50.0,
Гольяново,Басманный,lt,,,38.0
Гольяново,Басманный,lt,,150.0,
Гольяново,Беговой,lt,,,59.0
Гольяново,Беговой,lt,,43.0,
Гольяново,Бекасово,lt,,,120.0
Гольяново,Бекасово,lt,,11.0,
Гольяново,Бескудниковский,lt,,,30.0
Гольяново,Бескудниковский,lt,,34.0,
Гольяново,Бибирево,lt,,,18.0
Гольяново,Бибирево,lt,,79.0,
Гольяново,Бирюлёво Восточное,lt,,,37.0
Гольяново,Бирюлёво Восточное,lt,,94.0,
Гольяново,Бирюлёво Западное,lt,,,45.0
Гольяново,Бирюлёво Западное,lt,,56.0,
Гольяново,Богородское,lt,,,25.0
Гольяново,Богородское,lt,,87.0,
Гольяново,Братеево,lt,,,29.0
Гольяново,Братеево,lt,,26.0,
Гольяново,Бутырский,lt,,,38.0
Гольяново,Бутырский,lt,,96.0,
Гольяново,Вешняки,lt,,,14.0
Гольяново,Вешняки,lt,,117.0,
Гольяново,Внуково,lt,,,94.0
Гольяново,Внуково,lt,,12.0,
Гольяново,Войковский,lt,,,56.0
Гольяново,Войковский,lt,,17.0,
Гольяново,Вороново,lt,,,117.0
Гольяново,Вороново,lt,,10.0,
Гольяново,Восточное Дегунино,lt,,,36.0
Гольяново,Восточное Дегунино,lt,,7.0,
Гольяново,Восточное Измайлово,lt,,,9.0
Гольяново,Восточное Измайлово,lt,,58.0,
Гольяново,Выхино-Жулебино,lt,,,20.0
Гольяново,Выхино-Жулебино,lt,,300.0,
Гольяново,Гагаринский,lt,,,57.0
Гольяново,Гагаринский,lt,,32.0,
Гольяново,Головинский,lt,,,39.0
Гольяново,Головинский,lt,,38.0,
Гольяново,Гольяново,lt,,,9.0
Гольяново,Гольяново,lt,,1855.0,
Гольяново,Даниловский,lt,,,49.0
Гольяново,Даниловский,lt,,99.0,
Гольяново,Дмитровский,lt,,,25.0
Гольяново,Дмитровский,lt,,67.0,
Гольяново,Донской,lt,,,53.0
Гольяново,Донской,lt,,46.0,
Гольяново,Дорогомилово,lt,,,62.0
Гольяново,Дорогомилово,lt,,45.0,
Гольяново,Замоскворечье,lt,,,50.0
Гольяново,Замоскворечье,lt,,80.0,
Гольяново,Западное Дегунино,lt,,,25.0
Гольяново,Западное Дегунино,lt,,107.0,
Гольяново,Зюзино,lt,,,68.0
Гольяново,Зюзино,lt,,5.0,
Гольяново,Зябликово,lt,,,41.0
Гольяново,Зябликово,lt,,2.0,
Гольяново,Ивановское,lt,,,11.0
Гольяново,Ивановское,lt,,462.0,
Гольяново,Измайлово,lt,,,27.0
Гольяново,Измайлово,lt,,163.0,
Гольяново,Капотня,lt,,,27.0
Гольяново,Капотня,lt,,34.0,
Гольяново,Коммунарка,lt,,,78.0
Гольяново,Коммунарка,lt,,40.0,
Гольяново,Коньково,lt,,,79.0
Гольяново,Коньково,lt,,11.0,
Гольяново,Коптево,lt,,,54.0
Гольяново,Коптево,lt,,33.0,
Гольяново,Косино-Ухтомский,lt,,,19.0
Гольяново,Косино-Ухтомский,lt,,112.0,
Гольяново,Котловка,lt,,,55.0
Гольяново,Котловка,lt,,18.0,
Гольяново,Краснопахорский,lt,,,96.0
Гольяново,Краснопахорский,lt,,7.0,
Гольяново,Красносельский,lt,,,40.0
Гольяново,Красносельский,lt,,184.0,
Гольяново,Крылатское,lt,,,66.0
Гольяново,Крылатское,lt,,19.0,
Гольяново,Крюково,lt,,,80.0
Гольяново,Крюково,lt,,9.0,
Гольяново,Кузьминки,lt,,,35.0
Гольяново,Кузьминки,lt,,10.0,
Гольяново,Кунцево,lt,,,74.0
Гольяново,Кунцево,lt,,57.0,
Гольяново,Куркино,lt,,,53.0
Гольяново,Куркино,lt,,12.0,
Гольяново,Левобережный,lt,,,40.0
Гольяново,Левобережный,lt,,59.0,
Гольяново,Лефортово,lt,,,30.0
Гольяново,Лефортово,lt,,322.0,
Гольяново,Лианозово,lt,,,25.0
Гольяново,Лианозово,lt,,28.0,
Гольяново,Ломоносовский,lt,,,88.0
Гольяново,Ломоносовский,lt,,1.0,
Гольяново,Лосиноостровский,lt,,,16.0
Гольяново,Лосиноостровский,lt,,93.0,
Гольяново,Люблино,lt,,,23.0
Гольяново,Люблино,lt,,177.0,
Гольяново,Марфино,lt,,,32.0
Гольяново,Марфино,lt,,5.0,
Гольяново,Марьина Роща,lt,,,46.0
Гольяново,Марьина Роща,lt,,86.0,
Гольяново,Марьино,lt,,,37.0
Гольяново,Марьино,lt,,25.0,
Гольяново,Матушкино,lt,,,63.0
Гольяново,Матушкино,lt,,7.0,
Гольяново,Метрогородок,lt,,,13.0
Гольяново,Метрогородок,lt,,537.0,
Гольяново,Мещанский,lt,,,48.0
Гольяново,Мещанский,lt,,67.0,
Гольяново,Митино,lt,,,66.0
Гольяново,Митино,lt,,58.0,
Гольяново,Можайский,lt,,,71.0
Гольяново,Можайский,lt,,76.0,
Гольяново,Молжаниновский,lt,,,53.0
Гольяново,Молжаниновский,lt,,29.0,
Гольяново,Москворечье-Сабурово,lt,,,38.0
Гольяново,Москворечье-Сабурово,lt,,57.0,
Гольяново,Нагатино-Садовники,lt,,,51.0
Гольяново,Нагатино-Садовники,lt,,72.0,
Гольяново,Нагатинский Затон,lt,,,48.0
Гольяново,Нагатинский Затон,lt,,11.0,
Гольяново,Нагорный,lt,,,54.0
Гольяново,Нагорный,lt,,32.0,
Гольяново,Некрасовка,lt,,,27.0
Гольяново,Некрасовка,lt,,53.0,
Гольяново,Нижегородский,lt,,,39.0
Гольяново,Нижегородский,lt,,63.0,
Гольяново,Ново-Переделкино,lt,,,94.0
Гольяново,Ново-Переделкино,lt,,5.0,
Гольяново,Новогиреево,lt,,,23.0
Гольяново,Новогиреево,lt,,34.0,
Гольяново,Новокосино,lt,,,15.0
Гольяново,Новокосино,lt,,82.0,
Гольяново,Обручевский,lt,,,72.0
Гольяново,Обручевский,lt,,18.0,
Гольяново,Орехово-Борисово Северное,lt,,,43.0
Гольяново,Орехово-Борисово Северное,lt,,8.0,
Гольяново,Орехово-Борисово Южное,lt,,,32.0
Гольяново,Орехово-Борисово Южное,lt,,74.0,
Гольяново,Останкинский,lt,,,29.0
Гольяново,Останкинский,lt,,222.0,
Гольяново,Отрадное,lt,,,26.0
Гольяново,Отрадное,lt,,53.0,
Гольяново,Очаково-Матвеевское,lt,,,71.0
Гольяново,Очаково-Матвеевское,lt,,36.0,
Гольяново,Перово,lt,,,19.0
Гольяново,Перово,lt,,212.0,
Гольяново,Печатники,lt,,,36.0
Гольяново,Печатники,lt,,36.0,
Гольяново,Покровское-Стрешнево,lt,,,63.0
Гольяново,Покровское-Стрешнево,lt,,30.0,
Гольяново,Преображенское,lt,,,16.0
Гольяново,Преображенское,lt,,865.0,
Гольяново,Пресненский,lt,,,62.0
Гольяново,Пресненский,lt,,82.0,
Гольяново,Проспект Вернадского,lt,,,69.0
Гольяново,Проспект Вернадского,lt,,11.0,
Гольяново,Раменки,lt,,,66.0
Гольяново,Раменки,lt,,51.0,
Гольяново,Ростокино,lt,,,31.0
Гольяново,Ростокино,lt,,33.0,
Гольяново,Рязанский,lt,,,30.0
Гольяново,Рязанский,lt,,52.0,
Гольяново,Савёлки,lt,,,67.0
Гольяново,Савёлки,lt,,5.0,
Гольяново,Савёловский,lt,,,54.0
Гольяново,Савёловский,lt,,32.0,
Гольяново,Свиблово,lt,,,28.0
Гольяново,Свиблово,lt,,23.0,
Гольяново,Северное Бутово,lt,,,65.0
Гольяново,Северное Бутово,lt,,9.0,
Гольяново,Северное Измайлово,lt,,,15.0
Гольяново,Северное Измайлово,lt,,1114.0,
Гольяново,Северное Медведково,lt,,,23.0
Гольяново,Северное Медведково,lt,,64.0,
Гольяново,Северное Тушино,lt,,,47.0
Гольяново,Северное Тушино,lt,,40.0,
Гольяново,Северный,lt,,,26.0
Гольяново,Северный,lt,,90.0,
Гольяново,Силино,lt,,,75.0
Гольяново,Силино,lt,,2.0,
Гольяново,Сокол,lt,,,60.0
Гольяново,Сокол,lt,,23.0,
Гольяново,Соколиная Гора,lt,,,25.0
Гольяново,Соколиная Гора,lt,,223.0,
Гольяново,Сокольники,lt,,,27.0
Гольяново,Сокольники,lt,,513.0,
Гольяново,Солнцево,lt,,,80.0
Гольяново,Солнцево,lt,,7.0,
Гольяново,Старое Крюково,lt,,,68.0
Гольяново,Старое Крюково,lt,,3.0,
Гольяново,Строгино,lt,,,71.0
Гольяново,Строгино,lt,,48.0,
Гольяново,Таганский,lt,,,47.0
Гольяново,Таганский,lt,,87.0,
Гольяново,Тверской,lt,,,54.0
Гольяново,Тверской,lt,,81.0,
Гольяново,Текстильщики,lt,,,32.0
Гольяново,Текстильщики,lt,,30.0,
Гольяново,Тимирязевский,lt,,,45.0
Гольяново,Тимирязевский,lt,,30.0,
Гольяново,Троицк,lt,,,87.0
Гольяново,Троицк,lt,,11.0,
Гольяново,Тропарёво-Никулино,lt,,,78.0
Гольяново,Тропарёво-Никулино,lt,,21.0,
Гольяново,Тёплый Стан,lt,,,84.0
Гольяново,Тёплый Стан,lt,,7.0,
Гольяново,Фили-Давыдково,lt,,,68.0
Гольяново,Фили-Давыдково,lt,,16.0,
Гольяново,Филимонковский,lt,,,97.0
Гольяново,Филимонковский,lt,,16.0,
Гольяново,Филёвский Парк,lt,,,62.0
Гольяново,Филёвский Парк,lt,,15.0,
Гольяново,Хамовники,lt,,,57.0
Гольяново,Хамовники,lt,,66.0,
Гольяново,Ховрино,lt,,,29.0
Гольяново,Ховрино,lt,,89.0,
Гольяново,Хорошёво-Мнёвники,lt,,,64.0
Гольяново,Хорошёво-Мнёвники,lt,,40.0,
Гольяново,Хорошёвский,lt,,,63.0
Гольяново,Хорошёвский,lt,,45.0,
Гольяново,Царицыно,lt,,,47.0
Гольяново,Царицыно,lt,,10.0,
Гольяново,Чертаново Северное,lt,,,60.0
Гольяново,Чертаново Северное,lt,,13.0,
Гольяново,Чертаново Центральное,lt,,,53.0
Гольяново,Чертаново Центральное,lt,,21.0,
Гольяново,Чертаново Южное,lt,,,53.0
Гольяново,Чертаново Южное,lt,,58.0,
Гольяново,Черёмушки,lt,,,62.0
Гольяново,Черёмушки,lt,,29.0,
Гольяново,Щербинка,lt,,,71.0
Гольяново,Щербинка,lt,,16.0,
Гольяново,Щукино,lt,,,63.0
Гольяново,Щукино,lt,,31.0,
Гольяново,Южное Бутово,lt,,,66.0
Гольяново,Южное Бутово,lt,,16.0,
Гольяново,Южное Медведково,lt,,,43.0
Гольяново,Южное Медведково,lt,,2.0,
Гольяново,Южное Тушино,lt,,,59.0
Гольяново,Южное Тушино,lt,,9.0,
Гольяново,Южнопортовый,lt,,,42.0
Гольяново,Южнопортовый,lt,,60.0,
Гольяново,Якиманка,lt,,,53.0
Гольяново,Якиманка,lt,,35.0,
Гольяново,Ярославский,lt,,,15.0
Гольяново,Ярославский,lt,,300.0,
Гольяново,Ясенево,lt,,,69.0
Гольяново,Ясенево,lt,,30.0,
Дмитровский,Академический,lt,,,85.0
Дмитровский,Академический,lt,,2.0,
Дмитровский,Алексеевский,lt,,,50.0
Дмитровский,Алексеевский,lt,,3.0,
Дмитровский,Алтуфьевский,lt,,,20.0
Дмитровский,Алтуфьевский,lt,,14.0,
Дмитровский,Арбат,lt,,,72.0
Дмитровский,Арбат,lt,,3.0,
Дмитровский,Аэропорт,lt,,,49.0
Дмитровский,Аэропорт,lt,,10.0,
Дмитровский,Бабушкинский,lt,,,25.0
Дмитровский,Бабушкинский,lt,,9.0,
Дмитровский,Басманный,lt,,,52.0
Дмитровский,Басманный,lt,,3.0,
Дмитровский,Беговой,lt,,,55.0
Дмитровский,Беговой,lt,,6.0,
Дмитровский,Бекасово,lt,,,119.0
Дмитровский,Бекасово,lt,,2.0,
Дмитровский,Бескудниковский,lt,,,14.0
Дмитровский,Бескудниковский,lt,,41.0,
Дмитровский,Бибирево,lt,,,19.0
Дмитровский,Бибирево,lt,,11.0,
Дмитровский,Бирюлёво Восточное,lt,,,58.0
Дмитровский,Бирюлёво Восточное,lt,,7.0,
Дмитровский,Бирюлёво Западное,lt,,,72.0
Дмитровский,Бирюлёво Западное,lt,,3.0,
Дмитровский,Богородское,lt,,,34.0
Дмитровский,Богородское,lt,,1.0,
Дмитровский,Братеево,lt,,,47.0
Дмитровский,Братеево,lt,,2.0,
Дмитровский,Бутырский,lt,,,35.0
Дмитровский,Бутырский,lt,,13.0,
Дмитровский,Вешняки,lt,,,31.0
Дмитровский,Вешняки,lt,,14.0,
Дмитровский,Внуково,lt,,,95.0
Дмитровский,Внуково,lt,,2.0,
Дмитровский,Войковский,lt,,,42.0
Дмитровский,Войковский,lt,,6.0,
Дмитровский,Вороново,lt,,,108.0
Дмитровский,Вороново,lt,,1.0,
Дмитровский,Восточное Дегунино,lt,,,14.0
Дмитровский,Восточное Дегунино,lt,,18.0,
Дмитровский,Восточное Измайлово,lt,,,21.0
Дмитровский,Восточное Измайлово,lt,,10.0,
Дмитровский,Выхино-Жулебино,lt,,,39.0
Дмитровский,Выхино-Жулебино,lt,,14.0,
Дмитровский,Гагаринский,lt,,,78.0
Дмитровский,Гагаринский,lt,,2.0,
Дмитровский,Головинский,lt,,,22.0
Дмитровский,Головинский,lt,,50.0,
Дмитровский,Гольяново,lt,,,28.0
Дмитровский,Гольяново,lt,,14.0,
Дмитровский,Даниловский,lt,,,73.0
Дмитровский,Даниловский,lt,,2.0,
Дмитровский,Дмитровский,lt,,,6.0
Дмитровский,Дмитровский,lt,,176.0,
Дмитровский,Донской,lt,,,76.0
Дмитровский,Донской,lt,,2.0,
Дмитровский,Дорогомилово,lt,,,69.0
Дмитровский,Дорогомилово,lt,,3.0,
Дмитровский,Замоскворечье,lt,,,60.0
Дмитровский,Замоскворечье,lt,,2.0,
Дмитровский,Западное Дегунино,lt,,,11.0
Дмитровский,Западное Дегунино,lt,,191.0,
Дмитровский,Зюзино,lt,,,74.0
Дмитровский,Зюзино,lt,,1.0,
Дмитровский,Зябликово,lt,,,52.0
Дмитровский,Зябликово,lt,,1.0,
Дмитровский,Ивановское,lt,,,28.0
Дмитровский,Ивановское,lt,,14.0,
Дмитровский,Измайлово,lt,,,57.0
Дмитровский,Измайлово,lt,,1.0,
Дмитровский,Капотня,lt,,,45.0
Дмитровский,Капотня,lt,,2.0,
Дмитровский,Коммунарка,lt,,,81.0
Дмитровский,Коммунарка,lt,,4.0,
Дмитровский,Коньково,lt,,,83.0
Дмитровский,Коньково,lt,,2.0,
Дмитровский,Коптево,lt,,,34.0
Дмитровский,Коптево,lt,,26.0,
Дмитровский,Косино-Ухтомский,lt,,,39.0
Дмитровский,Косино-Ухтомский,lt,,5.0,
Дмитровский,Котловка,lt,,,86.0
Дмитровский,Котловка,lt,,1.0,
Дмитровский,Краснопахорский,lt,,,123.0
Дмитровский,Краснопахорский,lt,,1.0,
Дмитровский,Красносельский,lt,,,51.0
Дмитровский,Красносельский,lt,,8.0,
Дмитровский,Крылатское,lt,,,51.0
Дмитровский,Крылатское,lt,,4.0,
Дмитровский,Крюково,lt,,,60.0
Дмитровский,Крюково,lt,,4.0,
Дмитровский,Кузьминки,lt,,,70.0
Дмитровский,Кузьминки,lt,,1.0,
Дмитровский,Кунцево,lt,,,57.0
Дмитровский,Кунцево,lt,,17.0,
Дмитровский,Куркино,lt,,,33.0
Дмитровский,Куркино,lt,,8.0,
Дмитровский,Левобережный,lt,,,22.0
Дмитровский,Левобережный,lt,,47.0,
Дмитровский,Лефортово,lt,,,58.0
Дмитровский,Лефортово,lt,,5.0,
Дмитровский,Лианозово,lt,,,11.0
Дмитровский,Лианозово,lt,,77.0,
Дмитровский,Лосиноостровский,lt,,,14.0
Дмитровский,Лосиноостровский,lt,,38.0,
Дмитровский,Люблино,lt,,,41.0
Дмитровский,Люблино,lt,,11.0,
Дмитровский,Марфино,lt,,,20.0
Дмитровский,Марфино,lt,,2.0,
Дмитровский,Марьина Роща,lt,,,55.0
Дмитровский,Марьина Роща,lt,,5.0,
Дмитровский,Марьино,lt,,,60.0
Дмитровский,Марьино,lt,,2.0,
Дмитровский,Матушкино,lt,,,60.0
Дмитровский,Матушкино,lt,,3.0,
Дмитровский,Метрогородок,lt,,,20.0
Дмитровский,Метрогородок,lt,,11.0,
Дмитровский,Мещанский,lt,,,49.0
Дмитровский,Мещанский,lt,,7.0,
Дмитровский,Митино,lt,,,49.0
Дмитровский,Митино,lt,,24.0,
Дмитровский,Можайский,lt,,,61.0
Дмитровский,Можайский,lt,,12.0,
Дмитровский,Молжаниновский,lt,,,35.0
Дмитровский,Молжаниновский,lt,,18.0,
Дмитровский,Москворечье-Сабурово,lt,,,74.0
Дмитровский,Москворечье-Сабурово,lt,,2.0,
Дмитровский,Нагатино-Садовники,lt,,,84.0
Дмитровский,Нагатино-Садовники,lt,,3.0,
Дмитровский,Нагатинский Затон,lt,,,85.0
Дмитровский,Нагатинский Затон,lt,,2.0,
Дмитровский,Нагорный,lt,,,92.0
Дмитровский,Нагорный,lt,,2.0,
Дмитровский,Некрасовка,lt,,,46.0
Дмитровский,Некрасовка,lt,,3.0,
Дмитровский,Нижегородский,lt,,,66.0
Дмитровский,Нижегородский,lt,,2.0,
Дмитровский,Ново-Переделкино,lt,,,95.0
Дмитровский,Ново-Переделкино,lt,,1.0,
Дмитровский,Новогиреево,lt,,,46.0
Дмитровский,Новогиреево,lt,,1.0,
Дмитровский,Новокосино,lt,,,32.0
Дмитровский,Новокосино,lt,,4.0,
Дмитровский,Обручевский,lt,,,81.0
Дмитровский,Обручевский,lt,,3.0,
Дмитровский,Орехово-Борисово Северное,lt,,,67.0
Дмитровский,Орехово-Борисово Северное,lt,,1.0,
Дмитровский,Орехово-Борисово Южное,lt,,,53.0
Дмитровский,Орехово-Борисово Южное,lt,,6.0,
Дмитровский,Останкинский,lt,,,37.0
Дмитровский,Останкинский,lt,,10.0,
Дмитровский,Отрадное,lt,,,25.0
Дмитровский,Отрадное,lt,,15.0,
Дмитровский,Очаково-Матвеевское,lt,,,69.0
Дмитровский,Очаково-Матвеевское,lt,,4.0,
Дмитровский,Перово,lt,,,51.0
Дмитровский,Перово,lt,,3.0,
Дмитровский,Печатники,lt,,,63.0
Дмитровский,Печатники,lt,,2.0,
Дмитровский,Покровское-Стрешнево,lt,,,49.0
Дмитровский,Покровское-Стрешнево,lt,,9.0,
Дмитровский,Преображенское,lt,,,62.0
Дмитровский,Преображенское,lt,,2.0,
Дмитровский,Пресненский,lt,,,56.0
Дмитровский,Пресненский,lt,,11.0,
Дмитровский,Проспект Вернадского,lt,,,72.0
Дмитровский,Проспект Вернадского,lt,,2.0,
Дмитровский,Раменки,lt,,,83.0
Дмитровский,Раменки,lt,,5.0,
Дмитровский,Ростокино,lt,,,71.0
Дмитровский,Ростокино,lt,,1.0,
Дмитровский,Рязанский,lt,,,58.0
Дмитровский,Рязанский,lt,,2.0,
Дмитровский,Савёлки,lt,,,47.0
Дмитровский,Савёлки,lt,,2.0,
Дмитровский,Савёловский,lt,,,42.0
Дмитровский,Савёловский,lt,,9.0,
Дмитровский,Свиблово,lt,,,26.0
Дмитровский,Свиблово,lt,,2.0,
Дмитровский,Северное Бутово,lt,,,78.0
Дмитровский,Северное Бутово,lt,,1.0,
Дмитровский,Северное Измайлово,lt,,,25.0
Дмитровский,Северное Измайлово,lt,,8.0,
Дмитровский,Северное Медведково,lt,,,12.0
Дмитровский,Северное Медведково,lt,,60.0,
Дмитровский,Северное Тушино,lt,,,27.0
Дмитровский,Северное Тушино,lt,,27.0,
Дмитровский,Северный,lt,,,11.0
Дмитровский,Северный,lt,,72.0,
Дмитровский,Силино,lt,,,62.0
Дмитровский,Силино,lt,,1.0,
Дмитровский,Сокол,lt,,,62.0
Дмитровский,Сокол,lt,,4.0,
Дмитровский,Соколиная Гора,lt,,,56.0
Дмитровский,Соколиная Гора,lt,,3.0,
Дмитровский,Сокольники,lt,,,55.0
Дмитровский,Сокольники,lt,,3.0,
Дмитровский,Солнцево,lt,,,88.0
Дмитровский,Солнцево,lt,,2.0,
Дмитровский,Старое Крюково,lt,,,42.0
Дмитровский,Старое Крюково,lt,,2.0,
Дмитровский,Строгино,lt,,,53.0
Дмитровский,Строгино,lt,,14.0,
Дмитровский,Таганский,lt,,,60.0
Дмитровский,Таганский,lt,,4.0,
Дмитровский,Тверской,lt,,,52.0
Дмитровский,Тверской,lt,,17.0,
Дмитровский,Текстильщики,lt,,,66.0
Дмитровский,Текстильщики,lt,,2.0,
Дмитровский,Тимирязевский,lt,,,29.0
Дмитровский,Тимирязевский,lt,,33.0,
